Идентификатор DOI *,Количество авторов *,Фамилия *,Имя *,Количество аффилиаций *,Аффиляция *,Контрибьюция *,Дата публикации *,Наименование публикации *,Наименование издания *,Библиографическая ссылка *,Вид издания  *
10.3390/ma16217004,8,"Golik V.I., Klyuev R.V."," Department “Technique and Technology of Mining and Oil and Gas Production”,  Department “Technique and Technology of Mining and Oil and Gas Production”",1,"Moscow Polytechnic University, Moscow Polytechnic University",0.25,2023,Reuse and Mechanochemical Processing of Ore Dressing Tailings Used for Extracting Pb and Zn,Materials,"Golik V.I., Department “Technique and Technology of Mining and Oil and Gas Production”, Klyuev R.V., Department “Technique and Technology of Mining and Oil and Gas Production”, Martyushev N.V., Materials Science Department, Kondratiev V.V., Laboratory of Geochemistry of Ore Formation and Geochemical Methods of Prospecting, Tynchenko V.S., Department of Technological Machines and Equipment of Oil and Gas Complex, Gladkikh V.A., Stroytest Research and Testing Center, Iushkova L.V., Basic Department, Brigida V., Department of Biomedical Reuse and Mechanochemical Processing of Ore Dressing Tailings Used for Extracting Pb and Zn 2023 Materials, 16 (21), Art. No. 7004, pp. nan-nan",Статья
10.1134/S0036029523700386,4,,,1,"Moscow, Moscow, Moscow, Moscow",0.0,2023,Electrochemical Treatment of the Surface of 12Kh18N10T Steel Parts Produced by Selective Laser Melting,Russian Metallurgy (Metally),"To Man Khung, Moscow Polytechnic University, Safonov E.V., Moscow Polytechnic University, Adylina A.P., Moscow Polytechnic University, Ovchinnikov V.V., Moscow Polytechnic University Electrochemical Treatment of the Surface of 12Kh18N10T Steel Parts Produced by Selective Laser Melting 2023 Russian Metallurgy (Metally), 2023 (13), Art. No. nan, pp. 2281-2287",Статья
10.3390/fire6070248,6,Shvetsov A.V., Department of Smart Technologies,2,"Moscow Polytechnic University, Faculty of Transport",0.08,2023,ID2S4FH: A Novel Framework of Intelligent Decision Support System for Fire Hazards,Fire,"Kumar K., Department of Electronics Engineering, Rajput N.S., Department of Electronics Engineering, Shvetsov A.V., Department of Smart Technologies, Saif A., Department of Communication and Computer Engineering, Sahal R., School of Computer Science and IT, Alsamhi S.H., Faculty of Engineering ID2S4FH: A Novel Framework of Intelligent Decision Support System for Fire Hazards 2023 Fire, 6 (7), Art. No. 248, pp. nan-nan",Статья
10.1134/S0036029523100269,6,,,1,Moscow,0.0,2023,Use of Carbon Nanofibers in the Additive Manufacturing of Aluminum Matrix Composites,Russian Metallurgy (Metally),"Ozherelkov D.Y., National University of Science and Technology MISiS, Pelevin I.A., National University of Science and Technology MISiS, Nalivaiko A.Y., Moscow Polytechnic University, Zotov B.O., National University of Science and Technology MISiS, Fedorenko L.V., National University of Science and Technology MISiS, Gromov A.A., National University of Science and Technology MISiS Use of Carbon Nanofibers in the Additive Manufacturing of Aluminum Matrix Composites 2023 Russian Metallurgy (Metally), 2023 (10), Art. No. nan, pp. 1374-1381",Статья
10.3390/met13122019,5,Koshmin A., Scientific Activity Sector,2,"Moscow Polytechnic University, Department of Metal Forming",0.1,2023,Optimization of Flat-Rolling Parameters for Thermally Stable Alloy of Al-Cu-Mn System with Micro Additions of Si and Zr,Metals,"Koshmin A., Scientific Activity Sector, Cherkasov S., Department of Metal Forming, Fortuna A., Department of Physical Materials Science, Gamin Y., Department of Metal Forming, Churyumov A., Department of Physical Metallurgy of Non-Ferrous Metals Optimization of Flat-Rolling Parameters for Thermally Stable Alloy of Al-Cu-Mn System with Micro Additions of Si and Zr 2023 Metals, 13 (12), Art. No. 2019, pp. nan-nan",Статья
10.1016/j.jma.2023.09.012,9,Golovin I.S., Department of Physical Metallurgy of Non-Ferrous Metals,2,"National Research Technological University ‘‘MISiS’’, Moscow Polytechnic University",0.06,2023,Structure-function integrated magnesium alloys and their composites,Journal of Magnesium and Alloys,"Hou J., School of Material Science and Engineering, Li D., School of Material Science and Engineering, Liu Z., School of Material Science and Engineering, Ji Z., School of Material Science and Engineering, Guan S., School of Material Science and Engineering, Li C., School of Material Science and Engineering, Qiao X., School of Material Science and Engineering, Golovin I.S., Department of Physical Metallurgy of Non-Ferrous Metals, Zheng M., School of Material Science and Engineering Structure-function integrated magnesium alloys and their composites 2023 Journal of Magnesium and Alloys, 11 (10), Art. No. nan, pp. 3511-3544",Обзор
10.1134/S1995421223040159,5,,,1,Moscow,0.0,2023,Estimating the Fuel Permeability of Thermoplastic Polyurethane from the Saturated Vapor Pressure of Kerosene,Polymer Science - Series D,"Kolotilin D.V., Twenty-Fifth State Research Institute for Chemmotology of the Ministry of Defense of the Russian Federation, Manzhelii E.A., Twenty-Fifth State Research Institute for Chemmotology of the Ministry of Defense of the Russian Federation, Shchepilov D.O., Twenty-Fifth State Research Institute for Chemmotology of the Ministry of Defense of the Russian Federation, Dedov A.V., Moscow Polytechnic University, Danilov V.F., Twenty-Fifth State Research Institute for Chemmotology of the Ministry of Defense of the Russian Federation Estimating the Fuel Permeability of Thermoplastic Polyurethane from the Saturated Vapor Pressure of Kerosene 2023 Polymer Science - Series D, 16 (4), Art. No. nan, pp. 1004-1007",Статья
10.1007/s10692-023-10472-0,4,,,1,"Moscow, Moscow",0.0,2023,Water Permeability of Composite Material with Fibrous Filler,Fibre Chemistry,"Nazarov V.G., Moscow Polytechnic University, Dedov A.V., Moscow Polytechnic University, Chernousova N.V., A. N. Kosygin Russian State University, Zakharova V.A., A. N. Kosygin Russian State University Water Permeability of Composite Material with Fibrous Filler 2023 Fibre Chemistry, 55 (4), Art. No. nan, pp. 251-255",Статья
10.3390/app13169052,9,Zadorozhnyy M., Accelerated Particle Laboratory,2,"National University of Science and Technology MISIS, Center for Project Activities",0.06,2023,Thermochemical Analysis of Hydrogenation of Pd-Containing Composite Based on TiZrVNbTa High-Entropy Alloy,Applied Sciences (Switzerland),"Savvotin I., Department of Chemistry, Berdonosova E., Department of Chemistry, Korol A., Accelerated Particle Laboratory, Zadorozhnyy V., Accelerated Particle Laboratory, Zadorozhnyy M., Accelerated Particle Laboratory, Statnik E., Accelerated Particle Laboratory, Korsunsky A., Accelerated Particle Laboratory, Serov M., Moscow Aviation Institute, Klyamkin S., Department of Chemistry Thermochemical Analysis of Hydrogenation of Pd-Containing Composite Based on TiZrVNbTa High-Entropy Alloy 2023 Applied Sciences (Switzerland), 13 (16), Art. No. 9052, pp. nan-nan",Статья
10.30686/1609-9192-2023-5-96-101,3,Golik V.I., Department of Mining,2,"North Caucasus State Technological University, Department of Metallurgy of Moscow Polytechnic University",0.17,2023,On utilization of concentration tailings of non-ferrous metal ores,Gornaya Promyshlennost,"Golik V.I., Department of Mining, Titova A.V., Development V.I. Vernadsky State Geological Museum of the Russian Academy of Sciences, Titova G.I., Development V.I. Vernadsky State Geological Museum of the Russian Academy of Sciences On utilization of concentration tailings of non-ferrous metal ores 2023 Gornaya Promyshlennost, 2023 (5), Art. No. nan, pp. 96-101",Статья
10.3390/coatings13091592,4,"Doronin F., Rudakova A., Rytikov G., Nazarov V."," Faculty of Printing Industry,  Faculty of Printing Industry,  Faculty of Printing Industry,  Faculty of Printing Industry",1,"Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University, Moscow Polytechnic University",1.0,2023,Simple Determination of the Melt Flow Index of Composite Polymer Filaments Used in Material Extrusion Additive Manufacturing,Coatings,"Doronin F., Faculty of Printing Industry, Rudakova A., Faculty of Printing Industry, Rytikov G., Faculty of Printing Industry, Nazarov V., Faculty of Printing Industry Simple Determination of the Melt Flow Index of Composite Polymer Filaments Used in Material Extrusion Additive Manufacturing 2023 Coatings, 13 (9), Art. No. 1592, pp. nan-nan",Статья
10.1016/j.apsusc.2023.158077,10,Kazak A.V., Nanomaterials Research Institute,2,"Ivanovo State University, Moscow Polytechnic University",0.05,2023,"Langmuir-Schaefer films based on cyclotriphosphazene-substituted phthalocyanines: Supramolecular organization, UV/Vis study, and laser-induced nonlinear absorption",Applied Surface Science,"Kazak A.V., Nanomaterials Research Institute, Nikitin K.S., G.A. Krestov Institute of Solution Chemistry of the Russian Academy of Sciences, Marchenkova M.A., Shubnikov Institute of Crystallography of Federal Scientific Research Centre “Crystallography and Photonics” of Russian Academy of Sciences, Savelyev M.S., National Research University of Electronic Technology MIET, Vasilevsky P.N., National Research University of Electronic Technology MIET, Yu. Gerasimenko A., National Research University of Electronic Technology MIET, Chausov D.N., Prokhorov General Physics Institute, Kholodkov I.V., Institute of Macroheterocyclic Compounds, Usol'tseva N.V., Nanomaterials Research Institute, Yu. Tolbin A., Institute of Physiologically Active Compounds at Federal Research Center of Problems of Chemical Physics and Medicinal Chemistry Langmuir-Schaefer films based on cyclotriphosphazene-substituted phthalocyanines: Supramolecular organization, UV/Vis study, and laser-induced nonlinear absorption 2023 Applied Surface Science, 638 (nan), Art. No. 158077, pp. nan-nan",Статья
10.3103/S0967091223100030,2,,,1,"Ryazan, Ryazan",0.0,2023,The Importance of Studying Markov Processes in the Course of Studying Mathematical Models of a Technical System at the Stages of Diagnostics and Repair,Steel in Translation,"Azizyan I.A., Ryazan Institute (Branch) of Moscow Polytechnic University, Mironova E.I., Ryazan Institute (Branch) of Moscow Polytechnic University The Importance of Studying Markov Processes in the Course of Studying Mathematical Models of a Technical System at the Stages of Diagnostics and Repair 2023 Steel in Translation, 53 (10), Art. No. nan, pp. 863-866",Статья
,5,,,1,Russian Federation,0.0,2023,Forecasting planned electricity consumption for the united power system using machine learning,Journal of Mining Institute,"Klyuev R.V., Moscow Polytechnic University, Morgoeva A.D., North Caucasian Institute of Mining and Metallurgy (State Technological University), Gavrina O.A., North Caucasian Institute of Mining and Metallurgy (State Technological University), Bosikov I.I., Department North Caucasian Institute of Mining and Metallurgy (State Technological University), Morgoev I.D., North Caucasian Institute of Mining and Metallurgy (State Technological University) Forecasting planned electricity consumption for the united power system using machine learning 2023 Journal of Mining Institute, 261 (nan), Art. No. nan, pp. 392-402",Статья
10.1007/s11015-023-01610-4,4,,,1,"Moscow, Moscow",0.0,2023,Features of Corrosive Breakdown of Pipe Steel in Gas Condensate,Metallurgist,"Guzenkova A.S., HSE University, Artamonova I.V., Moscow Polytechnic University, Guzenkov S.A., Civil Defence Academy EMERCOM of Russia, Ivanov S.S., Moscow Polytechnic University Features of Corrosive Breakdown of Pipe Steel in Gas Condensate 2023 Metallurgist, 67 (7-8), Art. No. nan, pp. 1187-1191",Статья
10.1002/jctb.7476,9,Moskovskikh D., Center of Functional Nano-Ceramics,2,"National University of Science and Technology MISIS, Research Laboratory of Scanning Probe Microscopy",0.06,2023,"Mesoporous nanocomposites based on CeO2 and MgO: preparation, structure and photocatalytic activity",Journal of Chemical Technology and Biotechnology,"Matsukevich I., Institute of General and Inorganic Chemistry of the National Academy of Sciences of Belarus, Kulinich N., Institute of General and Inorganic Chemistry of the National Academy of Sciences of Belarus, Kulbitskaya L., Institute of General and Inorganic Chemistry of the National Academy of Sciences of Belarus, Kuznetsova T., Institute of General and Inorganic Chemistry of the National Academy of Sciences of Belarus, Popkov V., Ioffe Institute, Chebanenko M., Ioffe Institute, Moskovskikh D., Center of Functional Nano-Ceramics, Kuskov K., Center of Functional Nano-Ceramics, Romanovski V., Center of Functional Nano-Ceramics Mesoporous nanocomposites based on CeO2 and MgO: preparation, structure and photocatalytic activity 2023 Journal of Chemical Technology and Biotechnology, 98 (10), Art. No. nan, pp. 2497-2505",Статья
10.3390/jmmp7050183,7,"Gasiyarov V.R., Radionov A.A."," Department of Automation and Control,  Department of Automation and Control",1,"Moscow Polytechnic University, Moscow Polytechnic University",0.29,2023,Method for Defining Parameters of Electromechanical System Model as Part of Digital Twin of Rolling Mill,Journal of Manufacturing and Materials Processing,"Gasiyarov V.R., Department of Automation and Control, Radionov A.A., Department of Automation and Control, Loginov B.M., Central Electrotechnical Laboratory, Zinchenko M.A., Central Electrotechnical Laboratory, Gasiyarova O.A., Department of Material Science, Karandaev A.S., Power Engineering and Automated Systems Institute, Khramshin V.R., Power Engineering and Automated Systems Institute Method for Defining Parameters of Electromechanical System Model as Part of Digital Twin of Rolling Mill 2023 Journal of Manufacturing and Materials Processing, 7 (5), Art. No. 183, pp. nan-nan",Статья
10.1134/S0018151X2306007X,5,,,1,"Moscow, Moscow, Moscow, Moscow, Moscow",0.0,2023,High-Temperature Deformation of a Granulated Nickel Alloy,High Temperature,"Abashev D.R., Moscow Polytechnic University, Bondar V.S., Moscow Polytechnic University, Dikovitskyi P.O., Moscow Polytechnic University, Morozov S.V., Moscow Polytechnic University, Larionova O.E., Moscow Polytechnic University High-Temperature Deformation of a Granulated Nickel Alloy 2023 High Temperature, 61 (6), Art. No. nan, pp. 814-817",Статья
10.1134/S0036029523100257,5,Zadorozhnyi M.Y., National University of Science and Technology MISiS,2,"Moscow, Moscow Polytechnic University",0.1,2023,Low-Cycle Fatigue of the Weld Metal of a Low-Carbon Steel Welded Joint after High-Temperature Action,Russian Metallurgy (Metally),"Nikulin S.A., National University of Science and Technology MISiS, Rogachev S.O., National University of Science and Technology MISiS, Belov V.A., National University of Science and Technology MISiS, Shplis N.V., National University of Science and Technology MISiS, Zadorozhnyi M.Y., National University of Science and Technology MISiS Low-Cycle Fatigue of the Weld Metal of a Low-Carbon Steel Welded Joint after High-Temperature Action 2023 Russian Metallurgy (Metally), 2023 (10), Art. No. nan, pp. 1501-1509",Статья
10.3390/mi14112004,6,Kudryashov A., Sadovsky Institute of Geosphere Dynamics,2,"Russian Academy of Sciences, Department of Physics",0.08,2023,Investigation of PZT Materials for Reliable Piezostack Deformable Mirror with Modular Design,Micromachines,"Toporovsky V., Sadovsky Institute of Geosphere Dynamics, Samarkin V., Sadovsky Institute of Geosphere Dynamics, Kudryashov A., Sadovsky Institute of Geosphere Dynamics, Galaktionov I., Sadovsky Institute of Geosphere Dynamics, Panich A., STCB ‘Piezopribor’, Malykhin A., STCB ‘Piezopribor’ Investigation of PZT Materials for Reliable Piezostack Deformable Mirror with Modular Design 2023 Micromachines, 14 (11), Art. No. 2004, pp. nan-nan",Статья
10.1007/s10692-023-10473-z,4,,,1,"Moscow, Moscow",0.0,2023,Modified Needle-Punched Nonwoven Based on Blend of Polymer Fibers,Fibre Chemistry,"Dedov A.V., Moscow Polytechnic University (Moskovskii Politekhnicheskii Universitet), Nazarov V.G., Moscow Polytechnic University (Moskovskii Politekhnicheskii Universitet), Pereverzeva T.A., A.N. Kosygin Russian State University (Rossiiskii Gosudarstvennyi Universitet im. A. N. Kosygina), Chernousova N.V., A.N. Kosygin Russian State University (Rossiiskii Gosudarstvennyi Universitet im. A. N. Kosygina) Modified Needle-Punched Nonwoven Based on Blend of Polymer Fibers 2023 Fibre Chemistry, 55 (4), Art. No. nan, pp. 269-273",Статья
10.17507/jltr.1406.06,9,,,1,Moscow,0.0,2023,Optimization of Independent Work in Foreign Language Learning: Experience With Using Moodle,Journal of Language Teaching and Research,"Shapauov A., Sh. Ualikhanov Kokshetau University, Kabyken M., University Graduate School in Poznań, Kozachek A., Tambov State Technical University, Tikhonova I., Peoples’ Friendship University of Russia (RUDN University), Kolganov S., Moscow Aviation Institute (National Research University), Kortunov V., Russian State Agrarian University-Moscow Timiryazev Agricultural Academy (RSAU – MTAA named after K.A. Timiryazev), Bogatyreva S., K.G. Razumovsky Moscow State University of Technologies and Management, Livson M., Moscow Polytechnic University, Khodjaliev S., Chechen State University named after Akhmat Abdulkhamidovich Kadyrov Optimization of Independent Work in Foreign Language Learning: Experience With Using Moodle 2023 Journal of Language Teaching and Research, 14 (6), Art. No. nan, pp. 1484-1491",Статья
10.3390/met13101707,8,Zadorozhnyy M.Y., Center for Project Activities,2,"Moscow Polytechnic University, Research Centre of Composite Materials",0.06,2023,Influence of Overheating on High-Cycle Fatigue Characteristics of the Base Metal and Weld Metal of Low-Carbon Steel Welded Joints,Metals,"Nikulin S.A., Department of Physical Metallurgy and Physics of Strength, Rogachev S.O., Department of Physical Metallurgy and Physics of Strength, Prosvirnin D.V., Baikov Institute of Metallurgy and Materials Science, Pivovarchik S.V., Baikov Institute of Metallurgy and Materials Science, Belov V.A., Department of Physical Metallurgy and Physics of Strength, Shplis N.V., Department of Physical Metallurgy and Physics of Strength, Zadorozhnyy M.Y., Center for Project Activities, Khatkevich V.M., Department of Physical Metallurgy and Physics of Strength Influence of Overheating on High-Cycle Fatigue Characteristics of the Base Metal and Weld Metal of Low-Carbon Steel Welded Joints 2023 Metals, 13 (10), Art. No. 1707, pp. nan-nan",Статья
10.46698/VNC.2023.36.10.003,3,,,1,38 Bolshaya Semenovskaya Str,0.0,2023,Amplification and generation of electromagnetic radiation during the passage of acoustic waves through igneous rocks,Geologiya i Geofizika Yuga Rossii,"Bosikov I.I., North Caucasian institute of Mining and Metallurgy (State Technological University), Klyuev R.V., Moscow Polytechnic University, Revazov V.Ch., North Caucasian institute of Mining and Metallurgy (State Technological University) Amplification and generation of electromagnetic radiation during the passage of acoustic waves through igneous rocks 2023 Geologiya i Geofizika Yuga Rossii, 13 (4), Art. No. nan, pp. 32-41",Статья
10.1007/s11148-024-00843-3,4,Kormilitsyn M.N., MIREA— Russian Technological University,2,"Moscow, Moscow, Moscow Polytechnic University",0.12,2023,Cordierite Material with Increased Heat Resistance,Refractories and Industrial Ceramics,"Ponomarev S.G., MIREA— Russian Technological University, Reznichenko A.V., Moscow Polytechnic University, Kormilitsyn M.N., MIREA— Russian Technological University, Kornyushin M.V., MIREA— Russian Technological University Cordierite Material with Increased Heat Resistance 2023 Refractories and Industrial Ceramics, 64 (3), Art. No. nan, pp. 311-317",Статья
10.32744/pse.2023.6.5,4,,,0,,0.0,2023,Formation of critical thinking of future teachers while designing a quest as a collection of puzzles; [Развитие критического мышления будущих педагогов при конструировании квестов в формате коллекции головоломок],Perspektivy Nauki i Obrazovania,"Mamaeva E.A., Department of Digital Technologies in Education, Markov R.V., Fundamental Mathematics, Shilova Z.V., Department of Mathematics Moscow, Zabelina S.B., Department of Higher Algebra Formation of critical thinking of future teachers while designing a quest as a collection of puzzles; [Развитие критического мышления будущих педагогов при конструировании квестов в формате коллекции головоломок] 2023 Perspektivy Nauki i Obrazovania, 66 (6), Art. No. nan, pp. 89-106",Статья
10.3390/wevj14110316,6,"Klimov A.V., Ospanbekov B.K., Keller A.V., Shadrin S.S., Makarova D.A., Furletov Y.M."," Advanced Engineering School of Electric Transport,  Advanced Engineering School of Electric Transport,  Advanced Engineering School of Electric Transport,  Advanced Engineering School of Electric Transport,  Advanced Engineering School of Electric Transport,  Advanced Engineering School of Electric Transport",3,"Moscow Polytechnic University, LLC KAMAZ Innovation Center, Moscow Polytechnic University, LLC KAMAZ Innovation Center, Moscow Polytechnic University, Sociocenter, Moscow Polytechnic University, Sociocenter, Moscow Polytechnic University, Sociocenter, Moscow Polytechnic University",0.58,2023,Research into the Peculiarities of the Individual Traction Drive Nonlinear System Oscillatory Processes,World Electric Vehicle Journal,"Klimov A.V., Advanced Engineering School of Electric Transport, Ospanbekov B.K., Advanced Engineering School of Electric Transport, Keller A.V., Advanced Engineering School of Electric Transport, Shadrin S.S., Advanced Engineering School of Electric Transport, Makarova D.A., Advanced Engineering School of Electric Transport, Furletov Y.M., Advanced Engineering School of Electric Transport Research into the Peculiarities of the Individual Traction Drive Nonlinear System Oscillatory Processes 2023 World Electric Vehicle Journal, 14 (11), Art. No. 316, pp. nan-nan",Статья
10.1134/S2075113323040123,4,,,1,"Moscow, Moscow",0.0,2023,Investigation of Sintering Process of Powder Steel SP60KhN4D2М with Various Plasticizers and Alloying Additives in Original Charge,Inorganic Materials: Applied Research,"Eremeeva Z.V., University of Science and Technology MISiS, Ter-Vaganyants Y.S., Moscow Polytechnic University (Moscow Poly), Sharipzyanova G.K., Moscow Polytechnic University (Moscow Poly), Korznikov O.V., Machine-Building Center SSM-Tyazhmash Investigation of Sintering Process of Powder Steel SP60KhN4D2М with Various Plasticizers and Alloying Additives in Original Charge 2023 Inorganic Materials: Applied Research, 14 (4), Art. No. nan, pp. 1094-1101",Статья
