Author,Scopus ID,Scopus Article,Total Authors Count,Author Contribution,Workplaces Count
Милович Филипп Олегович,54953308600,"Crack formation and oxidation wear in (Cr,Y,Al)N and (Mo,Y,Al)N nanolayer coatings with high content of yttrium",7,0.07,2
Милович Филипп Олегович,54953308600,Long-Term Conductivity Stability of Electrolytic Membranes of Scandia Stabilized Zirconia Co-Doped with Ytterbia,10,0.05,2
Милович Филипп Олегович,54953308600,Structure and Physical Properties of Ceramic Materials Based on ZrO2-Sc2O3 for SOFC Electrolytic Membranes Obtained from Powders of Melted Solid Solutions with a Similar Composition,14,0.04,2
Милович Филипп Олегович,54953308600,"Stability of the Structural and Transport Characteristics of (ZrO2)0.99−x(Sc2O3)x(R2O3)0.01 (R–Yb, Y, Tb, Gd) Electrolytic Membranes to High-Temperature Exposure",13,0.04,2
Милович Филипп Олегович,54953308600,"Solid electrolytes based on zirconium dioxide partially stabilized with oxides of yttrium, gadolinium, and samarium",10,0.05,2
Милович Филипп Олегович,54953308600,Effect of ceria on the properties of yttria-stabilized zirconia-based electrolytic membranes,12,0.04,2
Юдин Сергей Николаевич,56323516600,Annealing of a (Hf0.2Ta0.2Ti0.2Nb0.2Zr0.2)C high-entropy ceramic up to 2100 °C: In-situ removal of oxide impurities and microstructural modification,7,0.07,2
Юдин Сергей Николаевич,56323516600,"Fabrication of high-entropy carbide ceramics (Ti,Zr,Hf,Nb,Ta)C through low-temperature calcium-hydride reduction of oxides",11,0.05,2
Юдин Сергей Николаевич,56323516600,Mechanism and kinetics of high-temperature oxidation of medium- and high-entropy carbides in air,10,0.05,2
Юдин Сергей Николаевич,56323516600,Fabrication of Biomedical Ti-Zr-Nb by Reducing Metal Oxides with Calcium Hydride,11,0.03,3
Юдин Сергей Николаевич,56323516600,Hard Wear-Resistant Ti-Si-C Coatings for Cu-Cr Electrical Contacts,10,0.05,2
Ван Хааске Лейонис Аанрис,58819726600,How Media Create Ghosts: Paranormal Experiences in the Cultural Space of Modern Russia,1,1.0,1
Ван Хааске Лейонис Аанрис,58819726600,Research on paranormal experience in psychology: an overview of main approaches; [ИССЛЕДОВАНИЯ ПАРАНОРМАЛЬНОГО ОПЫТА В ПСИХОЛОГИИ: ОБЗОР ОСНОВНЫХ ПОДХОДОВ],1,1.0,1
Кондратов Александр Петрович,6603924314,Effect of Air Temperature and Humidity on Electromechanical Properties of Elastic Graphite-Based Fiber Composites,2,0.25,2
Кондратов Александр Петрович,6603924314,Design and multilevel structuring of shape memory polymers for pleochroism control,5,0.2,1
Кондратов Александр Петрович,6603924314,Improved Chemical Resistance During Use of Fiber-Reinforced Multi-Layer Composite Sheets,2,0.5,1
Кондратов Александр Петрович,6603924314,Mullins effect in polymer large deformation strain gauges,4,0.25,1
Ксенофонтова Халидя Зейнятулловна,57220060022,MODERN PROBLEMS OF CHANGE MANAGEMENT IN THE DRAFT STRATEGY FOR THE DEVELOPMENT OF LIGHT INDUSTRY IN THE RUSSIAN FEDERATION FOR THE PERIOD UP TO 2025; [СОВРЕМЕННЫЕ ПРОБЛЕМЫ УПРАВЛЕНИЯ ИЗМЕНЕНИЯМИ В ПРОЕКТЕ СТРАТЕГИИ РАЗВИТИЯ ЛЕГКОЙ ПРОМЫШЛЕННОСТИ В РОССИЙСКОЙ ФЕДЕРАЦИИ НА ПЕРИОД ДО 2025 ГОДА],6,0.17,1
Никольский Владимир Святославович,57883936000,Service Learning in Russia: Scoping Review; [Обучение служением в России: становление предметного поля],1,0.25,4
Никольский Владимир Святославович,57883936000,ChatGPT in Higher Education and Science: a Threat or a Valuable Resource?; [ChatGPT в высшем образовании и науке: угроза или ценный ресурс?],2,0.5,1
Стрижеус Валерий Александрович,57220781734,Structure and Properties of the Product Sintered from the Powder Produced by Electroerosion of R18 Steel Waste,4,0.25,1
Швецова Светлана Валерьевна,57192391644,Applications for ordering food: the specifics of choice for installation on computers and laptops,1,1.0,1
Швецова Светлана Валерьевна,57192391644,Application of artificial intelligence to preserve the reindeer population in the arctic regions of the planet (case study of the republic of Sakha (Yakutia)),1,1.0,1
Швецова Светлана Валерьевна,57192391644,Survey on Federated Learning enabling indoor navigation for industry 4.0 in B5G,6,0.0,0
Швецова Светлана Валерьевна,57192391644,"Analysis of the structure of energy sources (solid fuel, natural gas) in individual low-rise buildings planned for construction in the Republic of Sakha (Yakutia)",1,1.0,1
Швецова Светлана Валерьевна,57192391644,A study of user preferences when choosing applications for smartphones used to order food from supermarkets,1,1.0,1
Швецова Светлана Валерьевна,57192391644,Development of ecotourism in the arctic regions based on the use of modern IT-technologies,1,1.0,1
Швецова Светлана Валерьевна,57192391644,Research on approaches to optimizing energy management in modern households,1,1.0,1
Швецова Светлана Валерьевна,57192391644,"Study of ways to reduce the environmental impact (noise pollution, harmful emissions) on land plots located near highways",1,1.0,1
Швецова Светлана Валерьевна,57192391644,Evaluation of user experience in the operation of electric vehicles in the Arctic regions,3,0.0,0
Швецова Светлана Валерьевна,57192391644,NOMA-Based VLC Systems: A Comprehensive Review,6,0.0,0
Шелыгов Александр Владимирович,57213608772,Effects of the EAEU's Agricultural Policy on the Organic Farming Market of Kazakhstan,6,0.17,1
Шелыгов Александр Владимирович,57213608772,ECONOMIC AND LEGAL ASPECTS OF FOREIGN ECONOMIC RISKS WITHIN THE FRAMEWORK OF SUSTAINABLE DEVELOPMENT OF RUSSIAN ENTERPRISES; [ASPECTOS ECONÔMICOS E LEGAIS DOS RISCOS ECONÔMICOS EXTERNOS NO ÂMBITO DO DESENVOLVIMENTO SUSTENTÁVEL DAS EMPRESAS RUSSAS],6,0.17,1
