Author,Scopus ID,Scopus Article,Total Authors Count,Author Contribution,Workplaces Count
Назаров Виктор Геннадьевич,7202662388,The Effect of Electro-Induced Multi-Gas Modification on Polymer Substrates’ Surface Structure for Additive Manufacturing,6,0.17,1
Назаров Виктор Геннадьевич,7202662388,Biostable Fluorine-Containing Coatings on the Surface of Polymers,6,0.17,1
Назаров Виктор Геннадьевич,7202662388,Plasticizer Desorption from Coated PVC Films,2,0.5,1
Назаров Виктор Геннадьевич,7202662388,Mechanical Properties of Needle-Punched Polymer Nonwoven Fabrics Under Constant Load,4,0.25,1
Назаров Виктор Геннадьевич,7202662388,Mechanical Properties of Moistened Needle-Punched Nonwoven Fabric Based on Blend of Fibers with Various Linear Densities,5,0.2,1
Назаров Виктор Геннадьевич,7202662388,Gradient non-woven fabrics with a modified surface nanolayer for water filtration in construction industry,5,0.2,1
Назаров Виктор Геннадьевич,7202662388,The synergistic effect of bulk-surface modification onto the wear resistance of the ultrahigh molecular weight polyethylene,5,0.2,1
Назаров Виктор Геннадьевич,7202662388,Compressibility of the composite material with fiber filleand nanodimensional polyurethane matrix for road and hydro engineering construction,3,0.33,1
Николаев Александр Африканович,57224628186,Design and multilevel structuring of shape memory polymers for pleochroism control,5,0.2,1
Рекус Ирина Григорьевна,57222240864,The use of green constructions as a means of reducing the noise pollution,4,0.25,1
Рекус Ирина Григорьевна,57222240864,Methodology for choosing the best design solution in construction,4,0.25,1
Рытиков Георгий Олегович,6508055625,Simple Determination of the Melt Flow Index of Composite Polymer Filaments Used in Material Extrusion Additive Manufacturing,4,0.25,1
Рытиков Георгий Олегович,6508055625,The Effect of Electro-Induced Multi-Gas Modification on Polymer Substrates’ Surface Structure for Additive Manufacturing,6,0.17,1
Рытиков Георгий Олегович,6508055625,Biostable Fluorine-Containing Coatings on the Surface of Polymers,6,0.0,0
Рытиков Георгий Олегович,6508055625,The synergistic effect of bulk-surface modification onto the wear resistance of the ultrahigh molecular weight polyethylene,5,0.1,2
Нагорнова Ирина Викторовна,57188666497,Non-destructive testing of diffusion coefficient in products made of thin porous materials,5,0.2,1
